CODE,DESCRIPTION,NON-FACILITY GLOBAL FEE,FACILITY GLOBAL FEE,PROFESSIONAL COMPONENT FEE,BR,PA,FU DAYS,CHANGE
61703,"SURGERY OF INTRACRANIAL ANEURYSM, CERVIC",725.61,604.68,NA,NA,0,90,NA
61705,"SURGERY OF ANEURYSM, VASCULAR MALFORMATI",1436.59,1197.16,NA,NA,0,90,NA
61708,"SURGERY OF ANEURYSM, VASCULAR MALFORMATI",1182.39,985.33,NA,NA,0,90,NA
61710,"SURGERY OF ANEURYSM, VASCULAR MALFORMATI",1075.75,896.46,NA,NA,0,90,NA
61711,"ANASTOMOSIS, ARTERIAL, EXTRACRANIAL-INTR",1461.83,1218.19,NA,NA,0,90,NA
61720,CREATION OF LESION BY STEREOTACTIC METHO,640,533.34,NA,NA,0,90,NA
61735,CREATION OF LESION BY STEREOTACTIC METHO,777.41,647.85,NA,NA,0,90,NA
61750,"STEREOTACTIC BIOPSY, ASPIRATION, OR EXCI",774.09,645.08,NA,NA,0,90,NA
61751,"STEREOTACTIC BIOPSY, ASPIRATION, OR EXCI",755.88,629.9,NA,NA,0,90,NA
61760,STEREOTACTIC IMPLANTATION OF DEPTH ELECT,831.18,692.65,NA,NA,0,90,NA
61770,"STEREOTACTIC LOCALIZATION, INCLUDING BUR",823.54,686.28,NA,NA,0,90,NA
61781,STEREOTACTIC COMPUTER-ASSISTED (NAVIGATI,111.46,92.88,NA,NA,0,0,NA
61782,STEREOTACTIC COMPUTER-ASSISTED (NAVIGATI,91.69,76.41,NA,NA,0,0,NA
61783,STEREOTACTIC COMPUTER-ASSISTED (NAVIGATI,95.54,79.62,NA,NA,0,0,NA
61790,CREATION OF LESION BY STEREOTACTIC METHO,465.69,388.08,NA,NA,0,90,NA
61791,CREATION OF LESION BY STEREOTACTIC METHO,NA,NA,NA,BR,0,90,NA
61796,STEREOTACTIC RADIOSURGERY (PARTICLE BEAM,443.37,370,NA,NA,0,90,NA
61797,STEREOTACTIC RADIOSURGERY (PARTICLE BEAM,120.4,100.34,NA,NA,0,0,NA
61798,STEREOTACTIC RADIOSURGERY (PARTICLE BEAM,443.37,370,NA,NA,0,90,NA
61799,STEREOTACTIC RADIOSURGERY (PARTICLE BEAM,166.45,138.71,NA,NA,0,0,NA
61800,APPLICATION OF STEREOTACTIC HEADFRAME FO,85.38,71.15,NA,NA,0,0,NA
61850,TWIST DRILL OR BURR HOLE(S) FOR IMPLANTA,534.46,445.39,NA,NA,0,90,NA
61860,CRANIECTOMY OR CRANIOTOMY FOR IMPLANTATI,854.44,712.04,NA,NA,0,90,NA
61863,"TWIST DRILL, BURR HOLE, CRANIOTOMY, OR C",839.43,699.53,NA,NA,0,90,NA
61864,"TWIST DRILL, BURR HOLE, CRANIOTOMY, OR C",262.24,218.54,NA,NA,0,0,NA
61867,"TWIST DRILL, BURR HOLE, CRANIOTOMY, OR C",1216.13,1013.45,NA,NA,0,90,NA
61868,"TWIST DRILL, BURR HOLE, CRANIOTOMY, OR C",369.14,307.62,NA,NA,0,0,NA
61870,CRANIECTOMY FOR IMPLANTATION OF NEUROSTI,657.03,547.53,NA,NA,0,90,NA
61880,REVISION OR REMOVAL OF INTRACRANIAL NEUR,297.34,247.79,NA,NA,0,90,NA
61885,INSERTION OR REPLACEMENT OF CRANIAL NEUR,338.45,282.05,NA,NA,0,90,NA
61886,INSERTION OR REPLACEMENT OF CRANIAL NEUR,425.95,354.96,NA,NA,0,90,NA
61888,REVISION OR REMOVAL OF CRANIAL NEUROSTIM,223.87,186.56,NA,NA,0,10,NA
62000,ELEVATION OF DEPRESSED SKULL FRACTURE; S,467.75,389.79,NA,NA,0,90,NA
62005,ELEVATION OF DEPRESSED SKULL FRACTURE; C,671.14,559.29,NA,NA,0,90,NA
62010,ELEVATION OF DEPRESSED SKULL FRACTURE; W,839.61,699.68,NA,NA,0,90,NA
62100,CRANIOTOMY FOR REPAIR OF DURAL/CEREBROSP,892.48,743.73,NA,NA,0,90,NA
62115,"REDUCTION OF CRANIOMEGALIC SKULL (EG, TR",901.51,751.26,NA,NA,0,90,NA
62117,"REDUCTION OF CRANIOMEGALIC SKULL (EG, TR",1024.56,853.8,NA,NA,0,90,NA
62120,"REPAIR OF ENCEPHALOCELE, SKULL VAULT, IN",1005.92,838.27,NA,NA,0,90,NA
62121,"CRANIOTOMY FOR REPAIR OF ENCEPHALOCELE,",927.01,772.51,NA,NA,0,90,NA
62140,CRANIOPLASTY FOR SKULL DEFECT; UP TO 5 C,581.41,484.51,NA,NA,0,90,NA
62141,CRANIOPLASTY FOR SKULL DEFECT; LARGER TH,636.44,530.37,NA,NA,0,90,NA
62142,REMOVAL OF BONE FLAP OR PROSTHETIC PLATE,482.57,402.15,NA,NA,0,90,NA
62143,REPLACEMENT OF BONE FLAP OR PROSTHETIC P,568.84,474.03,NA,NA,0,90,NA
62145,CRANIOPLASTY FOR SKULL DEFECT WITH REPAR,769.31,641.09,NA,NA,0,90,NA
62146,CRANIOPLASTY WITH AUTOGRAFT (INCLUDES OB,667.69,556.41,NA,NA,0,90,NA
62147,CRANIOPLASTY WITH AUTOGRAFT (INCLUDES OB,791.11,659.26,NA,NA,0,90,NA
62148,INCISION AND RETRIEVAL OF SUBCUTANEOUS C,71.26,59.38,NA,NA,0,0,NA
62160,"NEUROENDOSCOPY, INTRACRANIAL, FOR PLACEM",110.96,92.47,NA,NA,0,0,NA
62161,"NEUROENDOSCOPY, INTRACRANIAL; WITH DISSE",845.66,704.72,NA,NA,0,90,NA
62162,"NEUROENDOSCOPY, INTRACRANIAL; WITH FENES",1040.1,866.75,NA,NA,0,90,NA
62163,"NEUROENDOSCOPY, INTRACRANIAL; WITH RETRI",660.71,550.6,NA,NA,0,90,NA
62164,"NEUROENDOSCOPY, INTRACRANIAL; WITH EXCIS",1098.24,915.2,NA,NA,0,90,NA
62165,"NEUROENDOSCOPY, INTRACRANIAL; WITH EXCIS",848.56,707.13,NA,NA,0,90,NA
62180,VENTRICULOCISTERNOSTOMY (TORKILDSEN TYPE,873.44,727.87,NA,NA,0,90,NA
62190,CREATION OF SHUNT; SUBARACHNOID/SUBDURAL,487.16,405.97,NA,NA,0,90,NA
62192,CREATION OF SHUNT; SUBARACHNOID/SUBDURAL,530.72,442.27,NA,NA,0,90,NA
62194,"REPLACEMENT OR IRRIGATION, SUBARACHNOID/",205.19,171,NA,NA,0,10,NA
62200,"VENTRICULOCISTERNOSTOMY, THIRD VENTRICLE",761.14,634.28,NA,NA,0,90,NA
62201,"VENTRICULOCISTERNOSTOMY, THIRD VENTRICLE",650.5,542.09,NA,NA,0,90,NA
62220,"CREATION OF SHUNT; VENTRICULO-ATRIAL, -J",565.24,471.04,NA,NA,0,90,NA
62223,CREATION OF SHUNT; VENTRICULO-PERITONEAL,570.74,475.62,NA,NA,0,90,NA
62225,"REPLACEMENT OR IRRIGATION, VENTRICULAR C",273.78,228.15,NA,NA,0,90,NA
62230,REPLACEMENT OR REVISION OF CEREBROSPINAL,460.96,384.13,NA,NA,0,90,NA
62252,REPROGRAMMING OF PROGRAMMABLE CEREBROSPI,74.57,74.57,TRUE,NA,0,0,NA
62256,REMOVAL OF COMPLETE CEREBROSPINAL FLUID,318.08,265.07,NA,NA,0,90,NA
62258,REMOVAL OF COMPLETE CEREBROSPINAL FLUID,622.76,518.97,NA,NA,0,90,NA
62263,PERCUTANEOUS LYSIS OF EPIDURAL ADHESIONS,412.6,216,NA,NA,0,10,NA
62264,PERCUTANEOUS LYSIS OF EPIDURAL ADHESIONS,260.61,173,NA,NA,0,10,NA
62267,PERCUTANEOUS ASPIRATION WITHIN THE NUCLEUS,148.7,80.6,NA,NA,0,0,NA
62268,"PERCUTANEOUS ASPIRATION, SPINAL CORD CYS",330.74,129.18,NA,NA,0,0,NA
62269,"BIOPSY OF SPINAL CORD, PERCUTANEOUS NEED",368.18,127.57,NA,NA,0,0,NA
62270,"SPINAL PUNCTURE, LUMBAR, DIAGNOSTIC",96.04,36.56,NA,NA,0,0,NA
62328,"SPINAL PUNCTURE, LUMBAR, DIAGNOSTIC",173.78,50.47,NA,NA,0,0,*
62329,"SPINAL PUNCTURE, THERAPEUTIC, FOR DRAINA",217.1,64.61,NA,NA,0,0,*
62272,"SPINAL PUNCTURE, THERAPEUTIC, FOR DRAINA",114.56,39.89,NA,NA,0,0,NA
62273,"INJECTION, EPIDURAL, OF BLOOD OR CLOT PA",100.61,52.06,NA,NA,0,0,NA
62280,INJECTION/INFUSION OF NEUROLYTIC SUBSTAN,202.75,72.57,NA,NA,0,10,NA
62281,INJECTION/INFUSION OF NEUROLYTIC SUBSTAN,178.35,68.43,NA,NA,0,10,NA
62282,INJECTION/INFUSION OF NEUROLYTIC SUBSTAN,204.41,63.69,NA,NA,0,10,NA
62284,INJECTION PROCEDURE FOR MYELOGRAPHY AND/,142.24,43.05,NA,NA,0,0,NA
62287,"DECOMPRESSION PROCEDURE, PERCUTANEOUS, O",315.57,262.98,NA,NA,0,90,NA
62290,"INJECTION PROCEDURE FOR DISKOGRAPHY, EAC",209.58,81.13,NA,NA,0,0,NA
62291,"INJECTION PROCEDURE FOR DISKOGRAPHY, EAC",190.43,77.89,NA,NA,0,0,NA
62292,INJECTION PROCEDURE FOR CHEMONUCLEOLYSIS,295.28,246.07,NA,NA,0,90,NA
62294,"INJECTION PROCEDURE, ARTERIAL, FOR OCCLU",437.2,364.33,NA,NA,0,90,NA
62350,"IMPLANTATION, REVISION OR REPOSITIONING",284.44,237.03,NA,NA,0,10,NA
62351,"IMPLANTATION, REVISION OR REPOSITIONING",467.86,389.88,NA,NA,0,90,NA
62355,REMOVAL OF PREVIOUSLY IMPLANTED INTRATHE,232.78,193.99,NA,NA,0,10,NA
62360,IMPLANTATION OR REPLACEMENT OF DEVICE FO,154.83,129.03,NA,NA,0,10,NA
62361,IMPLANTATION OR REPLACEMENT OF DEVICE FO,250.57,208.81,NA,NA,0,10,NA
62362,IMPLANTATION OR REPLACEMENT OF DEVICE FO,312.69,260.58,NA,NA,0,10,NA
62365,REMOVAL OF SUBCUTANEOUS RESERVOIR OR PUM,243.32,202.77,NA,NA,0,10,NA
62367,"ELECTRONIC ANALYSIS OF PROGRAMMABLE, IMP",25,25,NA,NA,0,0,NA
62368,"ELECTRONIC ANALYSIS OF PROGRAMMABLE, IMP",32.15,25,NA,NA,0,0,NA
62370,"ELECTRONIC ANALYSIS OF PROGRAMMABLE, IMP",59.68,49.73,NA,NA,0,0,NA
63001,LAMINECTOMY WITH EXPLORATION AND/OR DECO,679.26,566.05,NA,NA,0,90,NA
63003,LAMINECTOMY WITH EXPLORATION AND/OR DECO,684.85,570.71,NA,NA,0,90,NA
63005,LAMINECTOMY WITH EXPLORATION AND/OR DECO,650.21,541.85,NA,NA,0,90,NA
63011,LAMINECTOMY WITH EXPLORATION AND/OR DECO,610.67,508.89,NA,NA,0,90,NA
63012,LAMINECTOMY WITH REMOVAL OF ABNORMAL FAC,664.38,553.65,NA,NA,0,90,NA
63015,LAMINECTOMY WITH EXPLORATION AND/OR DECO,821.25,684.38,NA,NA,0,90,NA
63016,LAMINECTOMY WITH EXPLORATION AND/OR DECO,838.55,698.79,NA,NA,0,90,NA
63017,LAMINECTOMY WITH EXPLORATION AND/OR DECO,687.59,572.99,NA,NA,0,90,NA
63020,"LAMINOTOMY (HEMILAMINECTOMY), WITH DECOM",651.69,543.08,NA,NA,0,90,NA
63030,"LAMINOTOMY (HEMILAMINECTOMY), WITH DECOM",542.84,452.37,NA,NA,0,90,NA
63035,"LAMINOTOMY (HEMILAMINECTOMY), WITH DECOM",116.14,96.79,NA,NA,0,0,NA
63040,"LAMINOTOMY (HEMILAMINECTOMY), WITH DECOM",794.27,661.9,NA,NA,0,90,NA
63042,"LAMINOTOMY (HEMILAMINECTOMY), WITH DECOM",745.48,621.23,NA,NA,0,90,NA
63043,"LAMINOTOMY (HEMILAMINECTOMY), WITH DECOM",151.28,126.07,NA,NA,0,0,NA
63044,"LAMINOTOMY (HEMILAMINECTOMY), WITH DECOM",161.12,134.27,NA,NA,0,0,NA
63045,"LAMINECTOMY, FACETECTOMY AND FORAMINOTOM",707.93,589.95,NA,NA,0,90,NA
63046,"LAMINECTOMY, FACETECTOMY AND FORAMINOTOM",675.28,562.73,NA,NA,0,90,NA
63047,"LAMINECTOMY, FACETECTOMY AND FORAMINOTOM",620.05,516.71,NA,NA,0,90,NA
63048,"LAMINECTOMY, FACETECTOMY AND FORAMINOTOM",123.75,103.13,NA,NA,0,0,NA
63050,"LAMINOPLASTY, CERVICAL, WITH DECOMPRESSI",842.59,702.16,NA,NA,0,90,NA
63051,"LAMINOPLASTY, CERVICAL, WITH DECOMPRESSI",949.65,791.38,NA,NA,0,90,NA
63055,TRANSPEDICULAR APPROACH WITH DECOMPRESSI,911.68,759.73,NA,NA,0,90,NA
63056,TRANSPEDICULAR APPROACH WITH DECOMPRESSI,845.29,704.41,NA,NA,0,90,NA
63057,TRANSPEDICULAR APPROACH WITH DECOMPRESSI,191.32,159.43,NA,NA,0,0,NA
63064,COSTOVERTEBRAL APPROACH WITH DECOMPRESSI,1000.67,833.89,NA,NA,0,90,NA
63066,COSTOVERTEBRAL APPROACH WITH DECOMPRESSI,117.2,97.67,NA,NA,0,0,NA
63075,"DISKECTOMY, ANTERIOR, WITH DECOMPRESSION",785.68,654.73,NA,NA,0,90,NA
63076,"DISKECTOMY, ANTERIOR, WITH DECOMPRESSION",148.12,123.43,NA,NA,0,0,NA
63077,"DISKECTOMY, ANTERIOR, WITH DECOMPRESSION",847.63,706.36,NA,NA,0,90,NA
63078,"DISKECTOMY, ANTERIOR, WITH DECOMPRESSION",116.99,97.49,NA,NA,0,0,NA
63081,VERTEBRAL CORPECTOMY (VERTEBRAL BODY RES,997.19,831,NA,NA,0,90,NA
63082,VERTEBRAL CORPECTOMY (VERTEBRAL BODY RES,159.64,133.04,NA,NA,0,0,NA
63085,VERTEBRAL CORPECTOMY (VERTEBRAL BODY RES,1056.75,880.63,NA,NA,0,90,NA
63086,VERTEBRAL CORPECTOMY (VERTEBRAL BODY RES,112.33,93.61,NA,NA,0,0,NA
63087,VERTEBRAL CORPECTOMY (VERTEBRAL BODY RES,1347.04,1122.54,NA,NA,0,90,NA
63088,VERTEBRAL CORPECTOMY (VERTEBRAL BODY RES,152.74,127.29,NA,NA,0,0,NA
63090,VERTEBRAL CORPECTOMY (VERTEBRAL BODY RES,1097.35,914.46,NA,NA,0,90,NA
63091,VERTEBRAL CORPECTOMY (VERTEBRAL BODY RES,104.65,87.21,NA,NA,0,0,NA
63101,VERTEBRAL CORPECTOMY (VERTEBRAL BODY RES,1267.37,1056.14,NA,NA,0,90,NA
63102,VERTEBRAL CORPECTOMY (VERTEBRAL BODY RES,1264.91,1054.09,NA,NA,0,90,NA
63103,VERTEBRAL CORPECTOMY (VERTEBRAL BODY RES,165.92,138.27,NA,NA,0,0,NA
63170,"LAMINECTOMY WITH MYELOTOMY (EG, BISCHOF",834.29,695.24,NA,NA,0,90,NA
63172,LAMINECTOMY WITH DRAINAGE OF INTRAMEDULL,769.25,641.05,NA,NA,0,90,NA
63173,LAMINECTOMY WITH DRAINAGE OF INTRAMEDULL,946.01,788.34,NA,NA,0,90,NA
63180,LAMINECTOMY AND SECTION OF DENTATE LIGAM,775.12,645.94,NA,NA,0,90,NA
63182,LAMINECTOMY AND SECTION OF DENTATE LIGAM,805.72,671.43,NA,NA,0,90,NA
63185,LAMINECTOMY WITH RHIZOTOMY; ONE OR TWO S,617.08,514.24,NA,NA,0,90,NA
63190,LAMINECTOMY WITH RHIZOTOMY; MORE THAN TW,698.73,582.28,NA,NA,0,90,NA
63191,LAMINECTOMY WITH SECTION OF SPINAL ACCES,705.79,588.16,NA,NA,0,90,NA
63194,"LAMINECTOMY WITH CORDOTOMY, WITH SECTION",803.89,669.91,NA,NA,0,90,NA
63195,"LAMINECTOMY WITH CORDOTOMY, WITH SECTION",833.96,694.97,NA,NA,0,90,NA
63196,"LAMINECTOMY WITH CORDOTOMY, WITH SECTION",977.35,814.46,NA,NA,0,90,NA
63197,"LAMINECTOMY WITH CORDOTOMY, WITH SECTION",851.74,709.78,NA,NA,0,90,NA
63198,LAMINECTOMY WITH CORDOTOMY WITH SECTION,NA,NA,NA,BR,0,90,NA
63199,LAMINECTOMY WITH CORDOTOMY WITH SECTION,NA,NA,NA,BR,0,90,NA
63200,"LAMINECTOMY, WITH RELEASE OF TETHERED SP",834.55,695.46,NA,NA,0,90,NA
62302,"MYELOGRAPHY VIA LUMBAR INJECTION, INCLUDING",159.36,68.67,NA,NA,0,0,NA
62303,"MYELOGRAPHY VIA THORACIC INJECTION, INCLUDING",165.58,69.63,NA,NA,0,0,NA
62304,"MYELOGRAPHY VIA LUMBOSACRAL INJECTION, INCL",157.34,67.57,NA,NA,0,0,NA
62305,"MYELOGRAPHY 2 OR MORE REGIONS, INCLUDING",171.81,70.79,NA,NA,0,0,NA
62320,"INJECTION(S), OF DIAGNOSTIC OR THERAPEUTIC",108.91,55.94,NA,NA,0,0,NA
62321,"INJECTION(S), OF DIAGNOSTIC OR THERAPEUTIC",162.18,60.33,NA,NA,0,0,NA
62322,"INJECTION(S), OF DIAGNOSTIC OR THERAPEUTIC",101.56,48.09,NA,NA,0,0,NA
62323,"INJECTION(S), OF DIAGNOSTIC OR THERAPEUTIC",159.09,54.86,NA,NA,0,0,*
62324,"INJECTION(S), INCLUDING INDWELLING CATHETER",95.09,50.96,NA,NA,0,0,NA
62325,"INJECTION(S), INCLUDING INDWELLING CATHETER",143.68,58.56,NA,NA,0,0,NA
62326,"INJECTION(S), INCLUDING INDWELLING CATHETER",99.86,49.94,NA,NA,0,0,NA
62327,"INJECTION(S), INCLUDING INDWELLING CATHETER",146.48,53.2,NA,NA,0,0,NA
63250,LAMINECTOMY FOR EXCISION OR OCCLUSION OF,1598,1331.67,NA,NA,0,90,NA
63251,LAMINECTOMY FOR EXCISION OR OCCLUSION OF,1685.59,1404.66,NA,NA,0,90,NA
63252,LAMINECTOMY FOR EXCISION OR OCCLUSION OF,1677.97,1398.31,NA,NA,0,90,NA
63265,LAMINECTOMY FOR EXCISION OR EVACUATION O,922.8,769,NA,NA,0,90,NA
63266,LAMINECTOMY FOR EXCISION OR EVACUATION O,950.26,791.89,NA,NA,0,90,NA
63267,LAMINECTOMY FOR EXCISION OR EVACUATION O,765.74,638.12,NA,NA,0,90,NA
63268,LAMINECTOMY FOR EXCISION OR EVACUATION O,755.15,629.29,NA,NA,0,90,NA
63270,LAMINECTOMY FOR EXCISION OF INTRASPINAL,1138.41,948.68,NA,NA,0,90,NA
63271,LAMINECTOMY FOR EXCISION OF INTRASPINAL,1143.5,952.92,NA,NA,0,90,NA
63272,LAMINECTOMY FOR EXCISION OF INTRASPINAL,1054.35,878.63,NA,NA,0,90,NA
63273,LAMINECTOMY FOR EXCISION OF INTRASPINAL,1016.72,847.27,NA,NA,0,90,NA
63275,LAMINECTOMY FOR BIOPSY/EXCISION OF INTRA,994.48,828.73,NA,NA,0,90,NA
63276,LAMINECTOMY FOR BIOPSY/EXCISION OF INTRA,987.74,823.12,NA,NA,0,90,NA
63277,LAMINECTOMY FOR BIOPSY/EXCISION OF INTRA,870.38,725.32,NA,NA,0,90,NA
63278,LAMINECTOMY FOR BIOPSY/EXCISION OF INTRA,850.33,708.61,NA,NA,0,90,NA
63280,LAMINECTOMY FOR BIOPSY/EXCISION OF INTRA,1175,979.17,NA,NA,0,90,NA
63281,LAMINECTOMY FOR BIOPSY/EXCISION OF INTRA,1164.76,970.64,NA,NA,0,90,NA
63282,LAMINECTOMY FOR BIOPSY/EXCISION OF INTRA,1097.09,914.24,NA,NA,0,90,NA
63283,LAMINECTOMY FOR BIOPSY/EXCISION OF INTRA,1045.05,870.88,NA,NA,0,90,NA
63285,LAMINECTOMY FOR BIOPSY/EXCISION OF INTRA,1448.26,1206.89,NA,NA,0,90,NA
63286,LAMINECTOMY FOR BIOPSY/EXCISION OF INTRA,1447.5,1206.25,NA,NA,0,90,NA
63287,LAMINECTOMY FOR BIOPSY/EXCISION OF INTRA,1519.07,1265.89,NA,NA,0,90,NA
63290,LAMINECTOMY FOR BIOPSY/EXCISION OF INTRA,1523.85,1269.88,NA,NA,0,90,NA
63295,OSTEOPLASTIC RECONSTRUCTION OF DORSAL SP,180.65,150.54,NA,NA,0,0,NA
63300,VERTEBRAL CORPECTOMY (VERTEBRAL BODY RES,1024.67,853.89,NA,NA,0,90,NA
63301,VERTEBRAL CORPECTOMY (VERTEBRAL BODY RES,1128.92,940.77,NA,NA,0,90,NA
63302,VERTEBRAL CORPECTOMY (VERTEBRAL BODY RES,1122.02,935.02,NA,NA,0,90,NA
63303,VERTEBRAL CORPECTOMY (VERTEBRAL BODY RES,1180.12,983.43,NA,NA,0,90,NA
63304,VERTEBRAL CORPECTOMY (VERTEBRAL BODY RES,1261.18,1050.98,NA,NA,0,90,NA
63305,VERTEBRAL CORPECTOMY (VERTEBRAL BODY RES,1296.32,1080.27,NA,NA,0,90,NA
63306,VERTEBRAL CORPECTOMY (VERTEBRAL BODY RES,1333.66,1111.39,NA,NA,0,90,NA
63307,VERTEBRAL CORPECTOMY (VERTEBRAL BODY RES,1200,1000,NA,NA,0,90,NA
63308,VERTEBRAL CORPECTOMY (VERTEBRAL BODY RES,191.92,159.93,NA,NA,0,0,NA
63600,CREATION OF LESION OF SPINAL CORD BY STE,NA,NA,NA,BR,0,90,NA
63610,"STEREOTACTIC STIMULATION OF SPINAL CORD,",NA,NA,NA,BR,0,0,NA
63620,STEREOTACTIC RADIOSURGERY (PARTICLE BEAM,443.37,370,NA,NA,0,90,NA
63621,STEREOTACTIC RADIOSURGERY (PARTICLE BEAM,138.43,115.36,NA,NA,0,0,NA
63650,PERCUTANEOUS IMPLANTATION OF NEUROSTIMUL,241.53,201.28,NA,NA,0,10,NA
63655,LAMINECTOMY FOR IMPLANTATION OF NEUROSTI,466.84,389.03,NA,NA,0,90,NA
63661,REMOVAL OF SPINAL NEUROSTIMULATOR ELECTR,266.38,122.01,NA,NA,0,10,NA
63662,REMOVAL OF SPINAL NEUROSTIMULATOR ELECTR,332.71,277.26,NA,NA,0,90,NA
63663,"REVISION INCLUDING REPLACEMENT, WHEN PER",391.16,185.93,NA,NA,0,10,NA
63664,"REVISION INCLUDING REPLACEMENT, WHEN PER",346.25,288.54,NA,NA,0,90,NA
63685,INSERTION OR REPLACEMENT OF SPINAL NEURO,280.16,233.47,NA,NA,0,10,NA
63688,REVISION OR REMOVAL OF IMPLANTED SPINAL,231.55,192.96,NA,NA,0,10,NA
63700,REPAIR OF MENINGOCELE; LESS THAN 5 CM DI,681.99,568.33,NA,NA,0,90,NA
63702,REPAIR OF MENINGOCELE; LARGER THAN 5 CM,744.44,620.37,NA,NA,0,90,NA
63704,REPAIR OF MYELOMENINGOCELE; LESS THAN 5,859.07,715.9,NA,NA,0,90,NA
63706,REPAIR OF MYELOMENINGOCELE; LARGER THAN,996.75,830.63,NA,NA,0,90,NA
63707,REPAIR OF DURAL/CEREBROSPINAL FLUID LEAK,503.43,419.53,NA,NA,0,90,NA
63709,REPAIR OF DURAL/CEREBROSPINAL FLUID LEAK,612.58,510.49,NA,NA,0,90,NA
63710,"DURAL GRAFT, SPINAL",612.73,510.61,NA,NA,0,90,NA
63740,"CREATION OF SHUNT, LUMBAR, SUBARACHNOID-",513.38,427.82,NA,NA,0,90,NA
63741,"CREATION OF SHUNT, LUMBAR, SUBARACHNOID-",340.4,283.67,NA,NA,0,90,NA
63744,"REPLACEMENT, IRRIGATION OR REVISION OF L",359.03,299.2,NA,NA,0,90,NA
63746,REMOVAL OF ENTIRE LUMBOSUBARACHNOID SHUN,298.62,248.85,NA,NA,0,90,NA
64400,"INJECTION, ANESTHETIC AGENT(S) AND/OR STERIOD;",65.14,30,NA,NA,0,0,*
64405,"INJECTION, ANESTHETIC AGENT(S) AND/OR STERIOD;",60.92,33.74,NA,NA,0,0,*
64408,"INJECTION, ANESTHETIC AGENT(S) AND/OR STERIOD;",68.14,41.82,NA,NA,0,0,*
64415,"INJECTION, ANESTHETIC AGENT(S) AND/OR STERIOD;",84.08,34.58,NA,NA,0,0,*
64416,"INJECTION, ANESTHETIC AGENT(S) AND/OR STERIOD;",101.02,84.19,NA,NA,0,0,*
64417,"INJECTION, ANESTHETIC AGENT(S) AND/OR STERIOD;",86.78,34.79,NA,NA,0,0,*
64418,"INJECTION, ANESTHETIC AGENT(S) AND/OR STERIOD;",84.07,33.56,NA,NA,0,0,*
64420,"INJECTION, ANESTHETIC AGENT(S) AND/OR STERIOD;",103.18,30.4,NA,NA,0,0,*
64421,"INJECTION, ANESTHETIC AGENT(S) AND/OR STERIOD;",155.39,41.31,NA,NA,0,0,*
64425,"INJECTION, ANESTHETIC AGENT(S) AND/OR STERIOD;",74.78,43.04,NA,NA,0,0,*
64430,"INJECTION, ANESTHETIC AGENT(S) AND/OR STERIOD;",92.44,40.32,NA,NA,0,0,*
64435,"INJECTION, ANESTHETIC AGENT(S) AND/OR STERIOD;",88.88,40.43,NA,NA,0,0,*
64445,"INJECTION, ANESTHETIC AGENT(S) AND/OR STERIOD;",85.28,37.23,NA,NA,0,0,*
64446,"INJECTION, ANESTHETIC AGENT(S) AND/OR STERIOD;",96.39,80.33,NA,NA,0,0,*
64447,"INJECTION, ANESTHETIC AGENT(S) AND/OR STERIOD;",39.99,33.33,NA,NA,0,0,*
64448,"INJECTION, ANESTHETIC AGENT(S) AND/OR STERIOD;",87.4,72.84,NA,NA,0,0,*
64449,"INJECTION, ANESTHETIC AGENT(S) AND/OR STERIOD;",86.39,72,NA,NA,0,0,*
64450,"INJECTION, ANESTHETIC AGENT(S) AND/OR STERIOD;",59.89,33.91,NA,NA,0,0,*
64451,"INJECTION(S), ANESTHETIC AGENT(S) AND/OR STEROID;",140.12,44.2,NA,NA,0,0,*
64454,"INJECTION(S), ANESTHETIC AGENT(S) AND/OR STEROID;",141.53,45.57,NA,NA,0,0,*
64455,"INJECTION, ANESTHETIC AGENT AND/OR STERO",30.18,19.71,NA,NA,0,0,NA
64461,PARAVERTEBRAL BLOCK (PVB) (PARASPINOUS BLOCK),97.12,47.27,NA,BR,0,0,NA
64462,PARAVERTEBRAL BLOCK (PVB) (PARASPINOUS BLOCK),54.78,29.68,NA,BR,0,0,NA
64463,PARAVERTEBRAL BLOCK (PVB) (PARASPINOUS BLOCK),107.02,46.09,NA,BR,0,0,NA
64479,"INJECTION, ANESTHETIC AGENT AND/OR STERO",185.97,57.14,NA,NA,0,0,NA
64480,"INJECTION, ANESTHETIC AGENT AND/OR STERO",87.91,36.96,NA,NA,0,0,NA
64483,"INJECTION, ANESTHETIC AGENT AND/OR STERO",185.39,50.51,NA,NA,0,0,NA
64484,"INJECTION, ANESTHETIC AGENT AND/OR STERO",89.21,31.27,NA,NA,0,0,NA
64486,TRANSVERSE ABDOMINIS PLANE (TAP) BLOCK,80.47,34.03,NA,NA,0,0,NA
64487,TRANSVERSE ABDOMINIS PLANE (TAP) BLOCK,98.24,39.05,NA,NA,0,0,NA
64488,TRANSVERSE ABDOMINIS PLANE (TAP) BLOCK,98.86,42.64,NA,NA,0,0,NA
64489,TRANSVERSE ABDOMINIS PLANE (TAP) BLOCK,137.78,48,NA,NA,0,0,NA
64490,"INJECTION(S), DIAGNOSTIC OR THERAPEUTIC",80.54,43.43,NA,NA,0,0,NA
64491,"INJECTION(S), DIAGNOSTIC OR THERAPEUTIC",39.28,24.78,NA,NA,0,0,NA
64492,"INJECTION(S), DIAGNOSTIC OR THERAPEUTIC",39.82,25.24,NA,NA,0,0,NA
